Mã sản phẩm,Tên sản phẩm,Danh mục,Mô tả,Đơn vị tính,Giá nhập,Giá bán,Số lượng tồn kho,Tồn kho tối thiểu,Vị trí lưu kho,Nhà cung cấp,Ngày nhập gần nhất,Trạng thái
THỜ-2504-0248,Zara Chân váy chữ A Plus,Thời trang nữ,"Zara Chân váy chữ A Plus chính hãng từ Zara. Giá tốt chỉ 928,000đ. Dễ phối đồ, phù hợp đi làm/đi chơi, Chất liệu lụa, Phom A-line. Bảo hành 3 tháng. Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày.",Cái,660719,928000,94,19,K11-H01-B10,CTCP Thiết bị Gia dụng H.T,2025-10-12,Còn hàng
LAP-2510-0249,Dell Inspiron 15 Max,Laptop,"Sản phẩm Dell Inspiron 15 Max của Dell: Màn hình 15.6"" FHD, Pin dùng 8 giờ, RAM 8GB, SSD 1024GB, CPU Ryzen 7. Giá tham khảo 55,597,000đ. Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày.",Chiếc,34244261,55597000,11,5,K05-H01-B11,Công ty TNHH Thương mại Minh Anh,2025-10-31,Còn hàng
PHỤ-2511-0250,Anker Chuột không dây SE,Phụ kiện,"Sản phẩm Anker Chuột không dây SE của Anker: Chứng nhận an toàn CE/FCC, Cáp USB-C to USB-C dài 1m, Công suất 65W, hỗ trợ PD/QC. Giá tham khảo 804,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang). #chinhhang #anker",Cái,513687,804000,125,13,K01-H10-B07,Dương và Hoàng Tập Đoàn,2025-10-31,Còn hàng
ĐỒC-2509-0251,Takara Tomy Búp bê Mini,Đồ chơi,"Takara Tomy Búp bê Mini – lựa chọn đáng giá trong phân khúc. Nổi bật: Phát triển tư duy & sáng tạo, Chất liệu an toàn, đạt chuẩn EN-71. Bảo hành 12 tháng, Giao 24-48H toàn quốc. Đổi trả trong 15 ngày. #gia_tot #chinhhang",Hộp,1538601,2235000,36,6,K08-H28-B20,Công ty Cổ phần Phân phối Sao Việt,2025-10-30,Còn hàng
THỜ-2505-0252,Yody Quần jeans slim,Thời trang nam,"Yody Quần jeans slim chính hãng từ Yody. Giá tốt chỉ 1,163,000đ. Màu sắc: trắng, Form slim. Bảo hành 6 tháng. Nhận hàng tại cửa hàng. Đổi trả trong 7 ngày.",Cái,672705,1163000,76,15,K09-H09-B02,CT TNHH Xuất nhập khẩu Đại Phát,2025-11-02,Còn hàng
THỰ-2510-0253,Kinh Đô Gạo ST25 5kg Max,Thực phẩm,"Kinh Đô Gạo ST25 5kg Max – lựa chọn đáng giá trong phân khúc. Nổi bật: Bao bì nguyên vẹn, tem nhãn đầy đủ, HSD 14 tháng, Nguồn gốc rõ ràng, an toàn vệ sinh. Bảo hành 12 tháng, Giao nhanh 2H nội thành. Đổi trả trong 7 ngày. #gia_tot #kinh_đô",Gói,246622,402000,140,19,K05-H30-B20,CTCP Bán lẻ Công nghệ A-Z,2025-10-22,Còn hàng
PHỤ-2502-0254,Logitech Cáp USB-C 1m Plus,Phụ kiện,"Logitech Cáp USB-C 1m Plus chính hãng từ Logitech. Giá tốt chỉ 665,000đ. Công suất 65W, hỗ trợ PD/QC, Chứng nhận an toàn CE/FCC, Cáp USB-C to Lightning dài 2m. Bảo hành 3 tháng. Giao nhanh 2H nội thành. Đổi trả trong 7 ngày. #giao_nhanh #logitech",Cái,402494,665000,119,15,K03-H24-B01,Dương Dương Doanh nghiệp tư nhân,2025-10-31,Còn hàng
ĐỒU-2504-0255,Pepsi Cà phê hòa tan 20 gói Max,Đồ uống,"Pepsi Cà phê hòa tan 20 gói Max chính hãng từ Pepsi. Giá tốt chỉ 543,000đ. Thùng 24 lon/chai, NSX gần, HSD còn dài. Bảo hành 6 tháng. Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #chinhhang #gia_tot",Thùng,287344,543000,126,13,K12-H25-B16,CTCP Bán lẻ Công nghệ A-Z,2025-10-31,Còn hàng
ĐIỆ-2512-0256,Xiaomi Redmi Note 12 Max,Điện thoại,"Sản phẩm Xiaomi Redmi Note 12 Max của Xiaomi: Camera 50MP, quay 4K, Chip Dimensity 7050, Màn hình 6.6"" AMOLED 120Hz. Giá tham khảo 23,178,000đ. Nhận hàng tại cửa hàng. Hỗ trợ đổi size (thời trang). #chinhhang #giao_nhanh",Chiếc,14957902,23178000,27,8,K02-H06-B15,Mai và Dương Công ty Trách nhiệm hữu hạn,2025-11-03,Còn hàng
LAP-2504-0257,Apple Swift 3 Pro,Laptop,"Apple Swift 3 Pro chính hãng từ Apple. Giá tốt chỉ 44,961,000đ. CPU Intel Core i7, Màn hình 14"" 2.8K 90Hz, RAM 16GB, SSD 1024GB. Bảo hành 6 tháng. Nhận hàng tại cửa hàng. Hỗ trợ đổi size (thời trang). #apple #chinhhang",Chiếc,35929847,44961000,10,13,K01-H18-B13,Công ty TNHH Thương mại Minh Anh,2025-10-05,Còn hàng
THỰ-2512-0258,Orion Mì Hảo Hảo thùng SE,Thực phẩm,"Sản phẩm Orion Mì Hảo Hảo thùng SE của Orion: Nguồn gốc rõ ràng, an toàn vệ sinh, Bao bì nguyên vẹn, tem nhãn đầy đủ. Giá tham khảo 370,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang).",Gói,233035,370000,151,19,K06-H15-B01,CTCP Bán lẻ Công nghệ A-Z,2025-11-02,Còn hàng
PHỤ-2512-0259,Anker Sạc 20W Pro,Phụ kiện,"Sản phẩm Anker Sạc 20W Pro của Anker: Cáp USB-C to Lightning dài 2m, Công suất 20W, hỗ trợ PD/QC, Chứng nhận an toàn CE/FCC. Giá tham khảo 981,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang).",Cái,768996,981000,117,26,K02-H17-B13,Vũ Đặng Doanh nghiệp tư nhân,2025-11-05,Còn hàng
PHỤ-2501-0260,Ugreen Cáp USB-C 1m,Phụ kiện,"Ugreen Cáp USB-C 1m – lựa chọn đáng giá trong phân khúc. Nổi bật: Cáp USB-C to Lightning dài 2m, Chứng nhận an toàn CE/FCC. Bảo hành 3 tháng, Giao 24-48H toàn quốc. Đổi trả trong 15 ngày. #chinhhang #giao_nhanh",Cái,513552,658000,121,25,K12-H25-B15,Công ty Cổ phần Phân phối Sao Việt,2025-10-27,Còn hàng
MỸP-2511-0261,Maybelline Kem dưỡng ẩm SE,Mỹ phẩm,"Maybelline Kem dưỡng ẩm SE – lựa chọn đáng giá trong phân khúc. Nổi bật: Không paraben, không cồn khô, Phù hợp loại da dầu. Bảo hành 3 tháng, Giao nhanh 2H nội thành. Hỗ trợ đổi size (thời trang). #chinhhang #giao_nhanh",Tuýp,481229,816000,92,22,K08-H03-B20,Công ty Cổ phần Phân phối Sao Việt,2025-11-05,Còn hàng
ĐỒU-2501-0262,Lavie Chai 1.5L lốc 6 Pro,Đồ uống,"Lavie Chai 1.5L lốc 6 Pro – lựa chọn đáng giá trong phân khúc. Nổi bật: NSX gần, HSD còn dài, Thùng 24 lon/chai, Bảo quản nơi khô ráo, thoáng mát. Bảo hành 3 tháng, Giao nhanh 2H nội thành. Đổi trả trong 15 ngày. #lavie #chinhhang",Thùng,312643,475000,134,16,K03-H06-B10,CTCP Bán lẻ Công nghệ A-Z,2025-09-20,Còn hàng
THỜ-2503-0263,IVY Moda Chân váy chữ A Mini,Thời trang nữ,"Sản phẩm IVY Moda Chân váy chữ A Mini của IVY Moda: Phom oversize, Chất liệu lụa. Giá tham khảo 1,113,000đ. Nhận hàng tại cửa hàng. Hỗ trợ đổi size (thời trang).",Cái,630374,1113000,82,12,K05-H11-B17,Công ty Cổ phần Phân phối Sao Việt,2025-09-12,Còn hàng
ĐỒC-2509-0264,Takara Tomy Ô tô điều khiển Plus,Đồ chơi,"Takara Tomy Ô tô điều khiển Plus – lựa chọn đáng giá trong phân khúc. Nổi bật: Độ tuổi khuyến nghị 6+, Phát triển tư duy & sáng tạo, Chất liệu an toàn, đạt chuẩn EN-71. Bảo hành 3 tháng, Giao nhanh 2H nội thành. Đổi trả trong 7 ngày. #chinhhang #giao_nhanh",Hộp,1827170,2419000,38,14,K10-H19-B16,CT TNHH Xuất nhập khẩu Đại Phát,2025-10-28,Còn hàng
GIA-2501-0265,Electrolux Ấm siêu tốc 1.7L Mini,Gia dụng,"Sản phẩm Electrolux Ấm siêu tốc 1.7L Mini của Electrolux: Bảo hành chính hãng 24 tháng, Công suất 700W, Dung tích 1.8L. Giá tham khảo 3,718,000đ. Giao 24-48H toàn quốc. Đổi trả trong 15 ngày. #chinhhang #electrolux",Cái,2478052,3718000,47,14,K11-H07-B01,CTCP Thiết bị Gia dụng H.T,2025-10-17,Còn hàng
GIA-2508-0266,Sharp Lò vi sóng 23L,Gia dụng,"Sản phẩm Sharp Lò vi sóng 23L của Sharp: Dung tích 23L, Công suất 1800W, Bảo hành chính hãng 12 tháng. Giá tham khảo 6,012,000đ. Nhận hàng tại cửa hàng. Hỗ trợ đổi size (thời trang). #chinhhang #sharp",Cái,4562089,6012000,39,19,K11-H05-B16,CT TNHH Xuất nhập khẩu Đại Phát,2025-09-20,Còn hàng
ĐỒU-2503-0267,Lavie Chai 1.5L lốc 6 Pro,Đồ uống,"Sản phẩm Lavie Chai 1.5L lốc 6 Pro của Lavie: Bảo quản nơi khô ráo, thoáng mát, Thùng 12 lon/chai, NSX gần, HSD còn dài. Giá tham khảo 539,000đ. Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày. #lavie #chinhhang",Thùng,378315,539000,120,21,K06-H13-B18,Bùi và đối tác Công ty TNHH,2025-10-11,Còn hàng
MỸP-2505-0268,Maybelline Serum Vitamin C Mini,Mỹ phẩm,"Maybelline Serum Vitamin C Mini – lựa chọn đáng giá trong phân khúc. Nổi bật: Không paraben, không cồn khô, Thành phần nổi bật: Niacinamide, Phù hợp loại da hỗn hợp. Bảo hành 12 tháng, Giao nhanh 2H nội thành. Đổi trả trong 7 ngày.",Tuýp,616829,709000,71,13,K03-H04-B12,Bùi và đối tác Tập Đoàn,2025-10-27,Còn hàng
THỰ-2502-0269,Acecook Xúc xích tiệt trùng 10 cây Max,Thực phẩm,"Acecook Xúc xích tiệt trùng 10 cây Max – lựa chọn đáng giá trong phân khúc. Nổi bật: Nguồn gốc rõ ràng, an toàn vệ sinh, Bao bì nguyên vẹn, tem nhãn đầy đủ. Bảo hành 12 tháng, Nhận hàng tại cửa hàng. Đổi trả trong 7 ngày. #chinhhang #acecook",Gói,177895,240000,157,19,K01-H15-B13,Hoàng Công ty TNHH MTV,2025-10-15,Còn hàng
THỰ-2505-0270,Acecook Bánh ChocoPie 12 cái SE,Thực phẩm,"Sản phẩm Acecook Bánh ChocoPie 12 cái SE của Acecook: Nguồn gốc rõ ràng, an toàn vệ sinh, HSD 10 tháng. Giá tham khảo 206,000đ. Giao nhanh 2H nội thành. Hỗ trợ đổi size (thời trang). #gia_tot #giao_nhanh",Gói,132646,206000,132,21,K04-H10-B09,CT TNHH Xuất nhập khẩu Đại Phát,2025-11-05,Còn hàng
THỜ-2512-0271,Yody Quần jeans slim Max,Thời trang nam,"Yody Quần jeans slim Max chính hãng từ Yody. Giá tốt chỉ 527,000đ. Form slim, Màu sắc: đen. Bảo hành 3 tháng. Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #gia_tot #giao_nhanh",Cái,428518,527000,71,17,K03-H03-B10,CTCP Thiết bị Gia dụng H.T,2025-11-04,Còn hàng
ĐỒU-2505-0272,Highlands Cà phê hòa tan 20 gói Plus,Đồ uống,"Sản phẩm Highlands Cà phê hòa tan 20 gói Plus của Highlands: Bảo quản nơi khô ráo, thoáng mát, NSX gần, HSD còn dài. Giá tham khảo 527,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang).",Thùng,334376,527000,131,23,K12-H25-B18,CT TNHH Xuất nhập khẩu Đại Phát,2025-10-20,Còn hàng
MỸP-2503-0273,The Ordinary Kem dưỡng ẩm Max,Mỹ phẩm,"The Ordinary Kem dưỡng ẩm Max – lựa chọn đáng giá trong phân khúc. Nổi bật: Phù hợp loại da thường, Không paraben, không cồn khô. Bảo hành 6 tháng, Giao nhanh 2H nội thành. Đổi trả trong 15 ngày. #gia_tot #the_ordinary",Tuýp,538897,818000,81,15,K07-H06-B11,Mai và đối tác Công ty Trách nhiệm hữu hạn,2025-11-02,Còn hàng
THỜ-2512-0274,Canifa Áo thun cotton Mini,Thời trang nam,"Sản phẩm Canifa Áo thun cotton Mini của Canifa: Form regular, Màu sắc: xám, Chất liệu thun lạnh. Giá tham khảo 638,000đ. Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #canifa #giao_nhanh",Cái,362160,638000,84,11,K11-H03-B10,CT TNHH Xuất nhập khẩu Đại Phát,2025-11-05,Còn hàng
THỜ-2511-0275,Canifa Áo sơ mi oxford,Thời trang nam,"Sản phẩm Canifa Áo sơ mi oxford của Canifa: Form regular, Chất liệu thun lạnh, Màu sắc: xám. Giá tham khảo 667,000đ. Nhận hàng tại cửa hàng. Đổi trả trong 7 ngày.",Cái,557683,667000,70,10,K12-H19-B16,CTCP Bán lẻ Công nghệ A-Z,2025-11-05,Còn hàng
THỜ-2511-0276,H&M Áo khoác trench,Thời trang nữ,"Sản phẩm H&M Áo khoác trench của H&M: Phom A-line, Dễ phối đồ, phù hợp đi làm/đi chơi, Chất liệu tuýp-si co giãn. Giá tham khảo 525,000đ. Giao 24-48H toàn quốc. Đổi trả trong 15 ngày. #gia_tot #chinhhang",Cái,425985,525000,89,10,K03-H29-B19,Phạm và đối tác Doanh nghiệp tư nhân,2025-10-05,Còn hàng
THỜ-2512-0277,Yody Quần jeans slim Mini,Thời trang nam,"Sản phẩm Yody Quần jeans slim Mini của Yody: Màu sắc: xanh navy, Form oversize. Giá tham khảo 888,000đ. Giao nhanh 2H nội thành. Hỗ trợ đổi size (thời trang).",Cái,637100,888000,96,19,K10-H01-B20,Bùi Doanh nghiệp tư nhân,2025-09-10,Còn hàng
THỜ-2504-0278,Routine Quần jeans slim Pro,Thời trang nam,"Routine Quần jeans slim Pro – lựa chọn đáng giá trong phân khúc. Nổi bật: Màu sắc: trắng, Chất liệu thun lạnh, Form regular. Bảo hành 3 tháng, Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày.",Cái,532004,889000,96,21,K07-H21-B11,Lê và đối tác Tập Đoàn,2025-10-18,Còn hàng
PHỤ-2503-0279,Baseus Sạc dự phòng 10.000mAh Max,Phụ kiện,"Sản phẩm Baseus Sạc dự phòng 10.000mAh Max của Baseus: Công suất 65W, hỗ trợ PD/QC, Cáp USB-C to Lightning dài 1m, Chứng nhận an toàn CE/FCC. Giá tham khảo 389,000đ. Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày.",Cái,273229,389000,102,12,K01-H05-B16,Công ty Cổ phần Phân phối Sao Việt,2025-09-20,Còn hàng
THỜ-2507-0280,H&M Áo kiểu lụa Max,Thời trang nữ,"Sản phẩm H&M Áo kiểu lụa Max của H&M: Phom bodycon, Dễ phối đồ, phù hợp đi làm/đi chơi, Chất liệu cotton. Giá tham khảo 773,000đ. Nhận hàng tại cửa hàng. Đổi trả trong 15 ngày. #giao_nhanh #gia_tot",Cái,599443,773000,96,9,K12-H08-B17,CTCP Bán lẻ Công nghệ A-Z,2025-10-31,Còn hàng
THỰ-2508-0281,Orion Bánh ChocoPie 12 cái Max,Thực phẩm,"Sản phẩm Orion Bánh ChocoPie 12 cái Max của Orion: Bao bì nguyên vẹn, tem nhãn đầy đủ, HSD 13 tháng, Nguồn gốc rõ ràng, an toàn vệ sinh. Giá tham khảo 289,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang). #giao_nhanh #gia_tot",Gói,187520,289000,130,17,K09-H26-B19,Công ty TNHH Thương mại Minh Anh,2025-10-20,Còn hàng
ĐỒC-2510-0282,Hasbro Bộ lắp ghép,Đồ chơi,"Hasbro Bộ lắp ghép chính hãng từ Hasbro. Giá tốt chỉ 2,130,000đ. Phát triển tư duy & sáng tạo, Độ tuổi khuyến nghị 8+, Chất liệu an toàn, đạt chuẩn EN-71. Bảo hành 6 tháng. Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #giao_nhanh #gia_tot",Hộp,1463098,2130000,29,12,K10-H09-B02,CTCP Bán lẻ Công nghệ A-Z,2025-10-22,Còn hàng
PHỤ-2505-0283,Logitech Hub 6-in-1 Plus,Phụ kiện,"Logitech Hub 6-in-1 Plus chính hãng từ Logitech. Giá tốt chỉ 1,262,000đ. Chứng nhận an toàn CE/FCC, Công suất 30W, hỗ trợ PD/QC, Cáp USB-A to Lightning dài 1m. Bảo hành 12 tháng. Giao nhanh 2H nội thành. Đổi trả trong 15 ngày.",Cái,902760,1262000,105,12,K10-H06-B19,Trần Công ty Trách nhiệm hữu hạn,2025-09-27,Còn hàng
ĐỒU-2507-0284,Pepsi Chai 1.5L lốc 6 Mini,Đồ uống,,Thùng,295412,416000,141,20,K12-H21-B06,CTCP Thiết bị Gia dụng H.T,2025-11-03,Còn hàng
ĐỒC-2508-0285,Lego Bộ lắp ghép Max,Đồ chơi,"Lego Bộ lắp ghép Max – lựa chọn đáng giá trong phân khúc. Nổi bật: Phát triển tư duy & sáng tạo, Độ tuổi khuyến nghị 6+. Bảo hành 6 tháng, Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang).",Hộp,1021211,1479000,24,15,K08-H24-B18,CT TNHH Xuất nhập khẩu Đại Phát,2025-10-08,Còn hàng
ĐIỆ-2506-0286,Samsung Find X5,Điện thoại,"Samsung Find X5 – lựa chọn đáng giá trong phân khúc. Nổi bật: Camera 50MP, quay 4K, Màn hình 6.6"" AMOLED 120Hz, Chip A17 Pro, Pin 5000mAh, sạc nhanh 25W. Bảo hành 6 tháng, Giao nhanh 2H nội thành. Đổi trả trong 7 ngày. #chinhhang #giao_nhanh",Chiếc,19705691,27509000,25,15,K11-H28-B09,CTCP Thiết bị Gia dụng H.T,2025-09-30,Còn hàng
MỸP-2505-0287,Innisfree Kem dưỡng ẩm,Mỹ phẩm,"Sản phẩm Innisfree Kem dưỡng ẩm của Innisfree: Thành phần nổi bật: Niacinamide, Không paraben, không cồn khô, Phù hợp loại da thường. Giá tham khảo 390,000đ. Giao nhanh 2H nội thành. Đổi trả trong 15 ngày.",Tuýp,279472,390000,61,15,K01-H20-B03,CTCP Bán lẻ Công nghệ A-Z,2025-10-26,Còn hàng
ĐỒU-2503-0288,Pepsi Lon 330ml thùng 24,Đồ uống,"Pepsi Lon 330ml thùng 24 – lựa chọn đáng giá trong phân khúc. Nổi bật: Thùng 12 lon/chai, NSX gần, HSD còn dài, Bảo quản nơi khô ráo, thoáng mát. Bảo hành 3 tháng, Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #chinhhang #gia_tot",Thùng,246972,361000,108,21,K11-H30-B03,CTCP Thiết bị Gia dụng H.T,2025-10-26,Còn hàng
ĐỒC-2508-0289,Hasbro Xếp hình 500 mảnh Pro,Đồ chơi,"Hasbro Xếp hình 500 mảnh Pro chính hãng từ Hasbro. Giá tốt chỉ 1,426,000đ. Độ tuổi khuyến nghị 8+, Phát triển tư duy & sáng tạo, Chất liệu an toàn, đạt chuẩn ASTM. Bảo hành 3 tháng. Giao nhanh 2H nội thành. Đổi trả trong 7 ngày. #giao_nhanh #gia_tot",Hộp,1001015,1426000,27,9,K03-H21-B16,CTCP Bán lẻ Công nghệ A-Z,2025-10-13,Còn hàng
ĐIỆ-2511-0290,OPPO S24,Điện thoại,"OPPO S24 – lựa chọn đáng giá trong phân khúc. Nổi bật: Pin 5000mAh, sạc nhanh 67W, Chip A16 Bionic, RAM 12GB, ROM 128GB. Bảo hành 6 tháng, Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang). #giao_nhanh #gia_tot",Chiếc,16020288,24432000,16,5,K11-H13-B09,CTCP Thiết bị Gia dụng H.T,2025-11-05,Còn hàng
ĐỒC-2511-0291,Takara Tomy Bộ lắp ghép,Đồ chơi,"Sản phẩm Takara Tomy Bộ lắp ghép của Takara Tomy: Độ tuổi khuyến nghị 3+, Phát triển tư duy & sáng tạo, Chất liệu an toàn, đạt chuẩn ASTM. Giá tham khảo 1,279,000đ. Giao nhanh 2H nội thành. Đổi trả trong 15 ngày. #chinhhang #giao_nhanh",Hộp,920932,1279000,35,5,K06-H03-B15,Bùi và Vũ Tập Đoàn,2025-06-26,Còn hàng
THỜ-2508-0292,Coolmate Áo thun cotton,Thời trang nam,,Cái,262921,348000,73,14,K04-H01-B19,CT TNHH Xuất nhập khẩu Đại Phát,2025-11-03,Còn hàng
THỰ-2508-0293,Acecook Gạo ST25 5kg SE,Thực phẩm,"Acecook Gạo ST25 5kg SE chính hãng từ Acecook. Giá tốt chỉ 100,000đ. HSD 14 tháng, Bao bì nguyên vẹn, tem nhãn đầy đủ, Nguồn gốc rõ ràng, an toàn vệ sinh. Bảo hành 3 tháng. Nhận hàng tại cửa hàng. Hỗ trợ đổi size (thời trang).",Gói,69037,100000,157,15,K01-H11-B02,Công ty Cổ phần Phân phối Sao Việt,2025-10-10,Còn hàng
ĐIỆ-2511-0294,Realme S24 Mini,Điện thoại,"Sản phẩm Realme S24 Mini của Realme: RAM 12GB, ROM 128GB, Pin 5200mAh, sạc nhanh 25W, Camera 50MP, quay 4K. Giá tham khảo 24,529,000đ. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang). #gia_tot #realme",Chiếc,13173540,24529000,21,5,K10-H02-B08,Phạm và Trần Tập Đoàn,2025-11-05,Còn hàng
THỜ-2511-0295,Coolmate Quần jeans slim Pro,Thời trang nam,,Cái,314385,362000,79,12,K04-H25-B02,CTCP Thiết bị Gia dụng H.T,2025-09-08,Còn hàng
ĐỒC-2512-0296,Hasbro Xếp hình 500 mảnh Max,Đồ chơi,"Hasbro Xếp hình 500 mảnh Max chính hãng từ Hasbro. Giá tốt chỉ 1,543,000đ. Chất liệu an toàn, đạt chuẩn EN-71, Độ tuổi khuyến nghị 6+. Bảo hành 3 tháng. Giao nhanh 2H nội thành. Đổi trả trong 7 ngày.",Hộp,1087829,1543000,34,14,K08-H08-B19,Công ty TNHH Thương mại Minh Anh,2025-10-15,Còn hàng
ĐỒU-2508-0297,Lavie Chai 1.5L lốc 6,Đồ uống,"Lavie Chai 1.5L lốc 6 chính hãng từ Lavie. Giá tốt chỉ 239,000đ. NSX gần, HSD còn dài, Thùng 12 lon/chai, Bảo quản nơi khô ráo, thoáng mát. Bảo hành 12 tháng. Giao 24-48H toàn quốc. Hỗ trợ đổi size (thời trang). #giao_nhanh #gia_tot",Thùng,161223,239000,139,17,K11-H09-B17,Công ty Cổ phần Phân phối Sao Việt,2025-11-06,Còn hàng
THỜ-2502-0298,IVY Moda Áo kiểu lụa Max,Thời trang nữ,"IVY Moda Áo kiểu lụa Max chính hãng từ IVY Moda. Giá tốt chỉ 989,000đ. Phom oversize, Dễ phối đồ, phù hợp đi làm/đi chơi. Bảo hành 6 tháng. Giao 24-48H toàn quốc. Đổi trả trong 7 ngày. #chinhhang #ivy_moda",Cái,542973,989000,90,12,K09-H17-B08,Công ty Cổ phần Phân phối Sao Việt,2025-10-26,Còn hàng
THỜ-2505-0299,Yody Áo sơ mi oxford Mini,Thời trang nam,"Yody Áo sơ mi oxford Mini – lựa chọn đáng giá trong phân khúc. Nổi bật: Form slim, Màu sắc: đen. Bảo hành 3 tháng, Giao nhanh 2H nội thành. Hỗ trợ đổi size (thời trang). #giao_nhanh #gia_tot",Cái,457753,591000,66,18,K08-H02-B04,Phạm Lê Công ty TNHH MTV,2025-10-21,Còn hàng
GIA-2506-0300,Sharp Máy xay sinh tố Pro,Gia dụng,,Cái,1438332,1654000,39,11,K12-H14-B07,Công ty Cổ phần Phân phối Sao Việt,2025-10-13,Còn hàng
